"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3"
"NMT2","0.0181212654380934","0.174010612988871","0.122727272727273","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"PEA15","0.0181212654380934","0.174010612988871","0.122727272727273","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"PHF20","0.0181212654380934","0.174010612988871","0.122727272727273","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"RNF111","0.0181212654380934","0.174010612988871","0.122727272727273","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"TIA1","0.0181212654380934","0.174010612988871","0.122727272727273","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"TMEM136","0.0181212654380934","0.174010612988871","0.122727272727273","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"ACTA1","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-155-5p","",""
"AGO3","0.0238006557976396","0.180479267834378","0.290909090909091","3","hsa-miR-148a-3p","hsa-miR-155-5p","hsa-miR-19b-3p"
"AICDA","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-155-5p","",""
"ARHGAP11A","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-19b-3p","",""
"ASNA1","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-19b-3p","",""
"BICC1","0.0270076662058565","0.180479267834378","0.15","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"BNIP2","0.0223588149942303","0.180479267834378","0.136363636363636","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"BPIFB2","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-155-5p","",""
"C2orf42","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-19b-3p","",""
"CARD11","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-155-5p","",""
"CBFB","0.0223588149942303","0.180479267834378","0.136363636363636","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"CDH20","0.0201880562569264","0.180479267834378","0.129545454545455","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"CDX1","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-155-5p","",""
"COLGALT1","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-155-5p","",""
"COPS3","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-155-5p","",""
"CR2","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-19b-3p","",""
"CRCP","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-19b-3p","",""
"CTTNBP2NL","0.0201880562569264","0.180479267834378","0.129545454545455","2","hsa-miR-148a-3p","hsa-miR-155-5p",""
"DHRS13","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-148a-3p","",""
"DNMT1","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-148a-3p","",""
"DPYSL5","0.0223588149942303","0.180479267834378","0.136363636363636","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"DUSP14","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-155-5p","",""
"ECT2L","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-155-5p","",""
"EGF","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-19b-3p","",""
"EXOSC7","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-155-5p","",""
"FAM178A","0.0270076662058565","0.180479267834378","0.15","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"FAM212B","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-155-5p","",""
"FAM46A","0.0246323991454066","0.180479267834378","0.143181818181818","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"FAM73B","0.0246323991454066","0.180479267834378","0.143181818181818","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"FBN3","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-148a-3p","",""
"FBXO11","0.0201880562569264","0.180479267834378","0.129545454545455","2","hsa-miR-148a-3p","hsa-miR-155-5p",""
"FGF2","0.0246323991454066","0.180479267834378","0.143181818181818","2","hsa-miR-148a-3p","hsa-miR-155-5p",""
"FNBP1L","0.0201880562569264","0.180479267834378","0.129545454545455","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"GABRA1","0.0201880562569264","0.180479267834378","0.129545454545455","2","hsa-miR-148a-3p","hsa-miR-155-5p",""
"GAPVD1","0.0223588149942303","0.180479267834378","0.136363636363636","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"GOLGA8F","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-19b-3p","",""
"GOLGA8G","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-19b-3p","",""
"GSC","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-19b-3p","",""
"HMGCS1","0.0246323991454066","0.180479267834378","0.143181818181818","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"HPRT1","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-19b-3p","",""
"IL17RB","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-155-5p","",""
"INHBB","0.0201880562569264","0.180479267834378","0.129545454545455","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"KLF6","0.0223588149942303","0.180479267834378","0.136363636363636","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"LRRC41","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-148a-3p","",""
"LYSMD2","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-148a-3p","",""
"MCM3AP","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-148a-3p","",""
"MLLT6","0.0270076662058565","0.180479267834378","0.15","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"MOB1B","0.0201880562569264","0.180479267834378","0.129545454545455","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"MPEG1","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-155-5p","",""
"MTMR1","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-148a-3p","",""
"NCF1","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-19b-3p","",""
"NEURL1B","0.0270076662058565","0.180479267834378","0.15","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"NEUROD1","0.0270076662058565","0.180479267834378","0.15","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"NGEF","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-155-5p","",""
"NHS","0.0201880562569264","0.180479267834378","0.129545454545455","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"NOL4","0.0223588149942303","0.180479267834378","0.136363636363636","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"NPFFR2","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-19b-3p","",""
"NPHP3","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-155-5p","",""
"NPY2R","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-19b-3p","",""
"NR2C2AP","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-148a-3p","",""
"NR3C2","0.0246323991454066","0.180479267834378","0.143181818181818","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"NSA2","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-155-5p","",""
"PAPD4","0.0223588149942303","0.180479267834378","0.136363636363636","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"PCSK9","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-155-5p","",""
"PIK3R3","0.0270076662058565","0.180479267834378","0.15","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"PITPNM2","0.0270076662058565","0.180479267834378","0.15","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"PITX1","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-19b-3p","",""
"PODN","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-155-5p","",""
"PRMT10","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-155-5p","",""
"QKI","0.0216047619591669","0.180479267834378","0.281818181818182","3","hsa-miR-148a-3p","hsa-miR-155-5p","hsa-miR-19b-3p"
"RAB24","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-148a-3p","",""
"RAPGEF4","0.0223588149942303","0.180479267834378","0.136363636363636","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"RDH12","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-19b-3p","",""
"RNF167","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-19b-3p","",""
"RPTOR","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-155-5p","",""
"SCG2","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-155-5p","",""
"SCN8A","0.0223588149942303","0.180479267834378","0.136363636363636","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"SFMBT1","0.0223588149942303","0.180479267834378","0.136363636363636","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"SLC12A7","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-19b-3p","",""
"SLC13A2","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-148a-3p","",""
"SLC35F1","0.0270076662058565","0.180479267834378","0.15","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"SLC37A1","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-19b-3p","",""
"SOS1","0.0223588149942303","0.180479267834378","0.136363636363636","2","hsa-miR-148a-3p","hsa-miR-155-5p",""
"SPTSSA","0.0270076662058565","0.180479267834378","0.15","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"TGM3","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-19b-3p","",""
"TM6SF1","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-155-5p","",""
"TMEM54","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-148a-3p","",""
"TMPRSS11BNL","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-155-5p","",""
"TNFRSF12A","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-19b-3p","",""
"TSHZ3","0.0223588149942303","0.180479267834378","0.136363636363636","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"UBE2D3","0.0223588149942303","0.180479267834378","0.136363636363636","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"UBN2","0.0216047619591669","0.180479267834378","0.281818181818182","3","hsa-miR-148a-3p","hsa-miR-155-5p","hsa-miR-19b-3p"
"USP37","0.0270076662058565","0.180479267834378","0.15","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"VMP1","0.0223588149942303","0.180479267834378","0.136363636363636","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"VPS53","0.0223588149942303","0.180479267834378","0.136363636363636","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"VSIG10L","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-19b-3p","",""
"VSTM2B","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-19b-3p","",""
"VTI1A","0.0270076662058565","0.180479267834378","0.15","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"WNK1","0.0223588149942303","0.180479267834378","0.136363636363636","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"WNT10A","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-19b-3p","",""
"ZFYVE26","0.0246323991454066","0.180479267834378","0.143181818181818","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"ZMYND11","0.0223588149942303","0.180479267834378","0.136363636363636","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"ZNF274","0.0271481942714819","0.180479267834378","0.0272727272727273","1","hsa-miR-148a-3p","",""
"ZNF644","0.0223588149942303","0.180479267834378","0.136363636363636","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"CNTN4","0.0294834736709815","0.19037173947901","0.156818181818182","2","hsa-miR-148a-3p","hsa-miR-155-5p",""
"ELK3","0.0294834736709815","0.19037173947901","0.156818181818182","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"EPN2","0.0294834736709815","0.19037173947901","0.156818181818182","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"ETV5","0.0294834736709815","0.19037173947901","0.156818181818182","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"GABRB2","0.0294834736709815","0.19037173947901","0.156818181818182","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"HOMER1","0.0294834736709815","0.19037173947901","0.156818181818182","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"KCNH1","0.0294834736709815","0.19037173947901","0.156818181818182","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"RBMS3","0.0294834736709815","0.19037173947901","0.156818181818182","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"SH3KBP1","0.0294834736709815","0.19037173947901","0.156818181818182","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"ZBTB39","0.0294834736709815","0.19037173947901","0.156818181818182","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"ABCB10","0.0405360631576542","0.19844125036002","0.0409090909090909","1","hsa-miR-148a-3p","",""
"AGO4","0.0403692574862614","0.19844125036002","0.184090909090909","2","hsa-miR-148a-3p","hsa-miR-155-5p",""
"AL020996.1","0.0405360631576542","0.19844125036002","0.0409090909090909","1","hsa-miR-19b-3p","",""
"ANKRD6","0.0405360631576542","0.19844125036002","0.0409090909090909","1","hsa-miR-155-5p","",""
"ARFGEF1","0.0375027134484216","0.19844125036002","0.177272727272727","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"ARRB2","0.0405360631576542","0.19844125036002","0.0409090909090909","1","hsa-miR-155-5p","",""
"ARRDC3","0.0375027134484216","0.19844125036002","0.177272727272727","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"ARVCF","0.0405360631576542","0.19844125036002","0.0409090909090909","1","hsa-miR-155-5p","",""
"ATG14","0.0403692574862614","0.19844125036002","0.184090909090909","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"ATP11A","0.0375027134484216","0.19844125036002","0.177272727272727","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"ATXN7L1","0.0320586790361832","0.19844125036002","0.163636363636364","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"BCL3","0.0405360631576542","0.19844125036002","0.0409090909090909","1","hsa-miR-19b-3p","",""
"BCL7A","0.0347321397968627","0.19844125036002","0.170454545454545","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"BCL7B","0.0405360631576542","0.19844125036002","0.0409090909090909","1","hsa-miR-148a-3p","",""
"BTBD3","0.0347321397968627","0.19844125036002","0.170454545454545","2","hsa-miR-148a-3p","hsa-miR-155-5p",""
"C15orf27","0.0405360631576542","0.19844125036002","0.0409090909090909","1","hsa-miR-148a-3p","",""
"CAMSAP2","0.0347321397968627","0.19844125036002","0.170454545454545","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"CAPRIN1","0.0347321397968627","0.19844125036002","0.170454545454545","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"CBFA2T2","0.0320586790361832","0.19844125036002","0.163636363636364","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"CCDC126","0.0405360631576542","0.19844125036002","0.0409090909090909","1","hsa-miR-19b-3p","",""
"CCDC152","0.0405360631576542","0.19844125036002","0.0409090909090909","1","hsa-miR-19b-3p","",""
"CDK19","0.0403692574862614","0.19844125036002","0.184090909090909","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"CNGA3","0.0405360631576542","0.19844125036002","0.0409090909090909","1","hsa-miR-19b-3p","",""
"CNOT6","0.0320586790361832","0.19844125036002","0.163636363636364","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"COX8C","0.0405360631576542","0.19844125036002","0.0409090909090909","1","hsa-miR-19b-3p","",""
"CSNK2A1","0.0403692574862614","0.19844125036002","0.184090909090909","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"CTD-2140B24.4","0.0405360631576542","0.19844125036002","0.0409090909090909","1","hsa-miR-148a-3p","",""
"CTLA4","0.0405360631576542","0.19844125036002","0.0409090909090909","1","hsa-miR-155-5p","",""
"CXorf23","0.0403692574862614","0.19844125036002","0.184090909090909","2","hsa-miR-148a-3p","hsa-miR-155-5p",""
"DDX6","0.0347321397968627","0.19844125036002","0.170454545454545","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"DHFR","0.0405360631576542","0.19844125036002","0.0409090909090909","1","hsa-miR-155-5p","",""
"DHX40","0.0375027134484216","0.19844125036002","0.177272727272727","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"DICER1","0.0347321397968627","0.19844125036002","0.170454545454545","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"DMPK","0.0405360631576542","0.19844125036002","0.0409090909090909","1","hsa-miR-148a-3p","",""
"DUT","0.0405360631576542","0.19844125036002","0.0409090909090909","1","hsa-miR-19b-3p","",""
"E2F8","0.0405360631576542","0.19844125036002","0.0409090909090909","1","hsa-miR-19b-3p","",""
"EDARADD","0.0405360631576542","0.19844125036002","0.0409090909090909","1","hsa-miR-19b-3p","",""
"EEF2","0.0405360631576542","0.19844125036002","0.0409090909090909","1","hsa-miR-155-5p","",""
"EGFLAM","0.0405360631576542","0.19844125036002","0.0409090909090909","1","hsa-miR-19b-3p","",""
"EGR3","0.0403692574862614","0.19844125036002","0.184090909090909","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"EHBP1","0.0405360631576542","0.19844125036002","0.0409090909090909","1","hsa-miR-19b-3p","",""
"ELL2","0.0347321397968627","0.19844125036002","0.170454545454545","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"ESR1","0.0403692574862614","0.19844125036002","0.184090909090909","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"FAM184A","0.0405360631576542","0.19844125036002","0.0409090909090909","1","hsa-miR-148a-3p","",""
"FAM46B","0.0405360631576542","0.19844125036002","0.0409090909090909","1","hsa-miR-19b-3p","",""
"FEZ2","0.0405360631576542","0.19844125036002","0.0409090909090909","1","hsa-miR-148a-3p","",""
"FRMPD2","0.0405360631576542","0.19844125036002","0.0409090909090909","1","hsa-miR-19b-3p","",""
"G3BP2","0.0320586790361832","0.19844125036002","0.163636363636364","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"GADD45A","0.0405360631576542","0.19844125036002","0.0409090909090909","1","hsa-miR-148a-3p","",""
"GLRX5","0.0405360631576542","0.19844125036002","0.0409090909090909","1","hsa-miR-148a-3p","",""
"GRK6","0.0405360631576542","0.19844125036002","0.0409090909090909","1","hsa-miR-19b-3p","",""
"GRSF1","0.0403692574862614","0.19844125036002","0.184090909090909","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"IAPP","0.0405360631576542","0.19844125036002","0.0409090909090909","1","hsa-miR-155-5p","",""
"ICOSLG","0.0405360631576542","0.19844125036002","0.0409090909090909","1","hsa-miR-155-5p","",""
"IL15","0.0405360631576542","0.19844125036002","0.0409090909090909","1","hsa-miR-148a-3p","",""
"IL1R1","0.0405360631576542","0.19844125036002","0.0409090909090909","1","hsa-miR-19b-3p","",""
"ILDR1","0.0405360631576542","0.19844125036002","0.0409090909090909","1","hsa-miR-19b-3p","",""
"INO80","0.0375027134484216","0.19844125036002","0.177272727272727","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"IPP","0.0405360631576542","0.19844125036002","0.0409090909090909","1","hsa-miR-155-5p","",""
"IRX4","0.0405360631576542","0.19844125036002","0.0409090909090909","1","hsa-miR-19b-3p","",""
"ITK","0.0405360631576542","0.19844125036002","0.0409090909090909","1","hsa-miR-155-5p","",""
"LAMA4","0.0405360631576542","0.19844125036002","0.0409090909090909","1","hsa-miR-148a-3p","",""
"LIN28B","0.0347321397968627","0.19844125036002","0.170454545454545","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"LLGL2","0.0405360631576542","0.19844125036002","0.0409090909090909","1","hsa-miR-19b-3p","",""
"LRP12","0.0403692574862614","0.19844125036002","0.184090909090909","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"LRRK1","0.0405360631576542","0.19844125036002","0.0409090909090909","1","hsa-miR-19b-3p","",""
"LZIC","0.0320586790361832","0.19844125036002","0.163636363636364","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"MECP2","0.0347321397968627","0.19844125036002","0.170454545454545","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
